Fiscal Year,TIF Number,TIF District,Type,Activity,Amount
2009,T-113,Roseland/Michigan,Revenues,Interest,2074
2005,T-113,Roseland/Michigan,Revenues,Interest,3479
2013,T-113,Roseland/Michigan,Revenues,Interest,5841
2010,T-113,Roseland/Michigan,Revenues,Interest,2061
2012,T-113,Roseland/Michigan,Revenues,Interest,9046
2011,T-113,Roseland/Michigan,Revenues,Interest,7857
2014,T-113,Roseland/Michigan,Revenues,Interest,6677
2006,T-041,Ryan/Garfield,Revenues,Interest,144474
2008,T-041,Ryan/Garfield,Revenues,Interest,109231
2007,T-041,Ryan/Garfield,Revenues,Interest,187160
2002,T-041,Ryan/Garfield,Revenues,Interest,28082
2005,T-041,Ryan/Garfield,Revenues,Interest,69374
2003,T-041,Ryan/Garfield,Revenues,Interest,17764
2004,T-041,Ryan/Garfield,Revenues,Interest,18747
2001,T-041,Ryan/Garfield,Revenues,Interest,117560
2009,T-042,Sanitary Drainage and Ship Canal,Revenues,Interest,3272
2007,T-042,Sanitary Drainage and Ship Canal,Revenues,Interest,73230
2003,T-042,Sanitary Drainage and Ship Canal,Revenues,Interest,1526
2010,T-042,Sanitary Drainage and Ship Canal,Revenues,Interest,6297
2006,T-042,Sanitary Drainage and Ship Canal,Revenues,Interest,62385
2004,T-042,Sanitary Drainage and Ship Canal,Revenues,Interest,2989
2005,T-042,Sanitary Drainage and Ship Canal,Revenues,Interest,30972
2008,T-042,Sanitary Drainage and Ship Canal,Revenues,Interest,26127
2001,T-042,Sanitary Drainage and Ship Canal,Revenues,Interest,70324
2002,T-042,Sanitary Drainage and Ship Canal,Revenues,Interest,21773
2013,T-042,Sanitary Drainage and Ship Canal,Revenues,Interest,-3263
2014,T-042,Sanitary Drainage and Ship Canal,Revenues,Interest,2249
2011,T-042,Sanitary Drainage and Ship Canal,Revenues,Interest,14923
2012,T-042,Sanitary Drainage and Ship Canal,Revenues,Interest,5808
2001,T-093,South Chicago,Revenues,Interest,1441
2004,T-093,South Chicago,Revenues,Interest,3964
2005,T-093,South Chicago,Revenues,Interest,15004
2007,T-093,South Chicago,Revenues,Interest,23560
2003,T-093,South Chicago,Revenues,Interest,3436
2006,T-093,South Chicago,Revenues,Interest,27684
2002,T-093,South Chicago,Revenues,Interest,13390
2008,T-093,South Chicago,Revenues,Interest,11079
2009,T-093,South Chicago,Revenues,Interest,3638
2013,T-093,South Chicago,Revenues,Interest,14741
2014,T-093,South Chicago,Revenues,Interest,23873
2011,T-093,South Chicago,Revenues,Interest,11932
2010,T-093,South Chicago,Revenues,Interest,3386
2012,T-093,South Chicago,Revenues,Interest,15470
2006,T-078,South Works Industrial,Revenues,Interest,4243
2004,T-078,South Works Industrial,Revenues,Interest,698
2008,T-078,South Works Industrial,Revenues,Interest,3114
2002,T-078,South Works Industrial,Revenues,Interest,246
2007,T-078,South Works Industrial,Revenues,Interest,5310
2009,T-078,South Works Industrial,Revenues,Interest,1021
2005,T-078,South Works Industrial,Revenues,Interest,2295
2003,T-078,South Works Industrial,Revenues,Interest,753
2010,T-078,South Works Industrial,Revenues,Interest,844
